,biase,goolam,deng1,deng2,pollen,kolodziejczyk,patel,fan,treutlein
1,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
2,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
3,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
4,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
5,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
6,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
7,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
8,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
9,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
10,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
11,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
12,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
13,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
14,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
15,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
16,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
17,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
18,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
19,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
20,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
21,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
22,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
23,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
24,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
25,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
26,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
27,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
28,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
29,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
30,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
31,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
32,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
33,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
34,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
35,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
36,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
37,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
38,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
39,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
40,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
41,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
42,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
43,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
44,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
45,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
46,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
47,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
48,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
49,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
50,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
51,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
52,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
53,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
54,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
55,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
56,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
57,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
58,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
59,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
60,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
61,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
62,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
63,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
64,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
65,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
66,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
67,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
68,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
69,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
70,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
71,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
72,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
73,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
74,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
75,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
76,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
77,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
78,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
79,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
80,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
81,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
82,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
83,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
84,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
85,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
86,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
87,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
88,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
89,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
90,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
91,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
92,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
93,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
94,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
95,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
96,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
97,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
98,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
99,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
100,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
Median,0.948262859,0.522524903,0.572126535,0.38483278,0.945042673,0.72140784,0.55205805,0.364752443,0.434606913
